 Temperature:  0.34999999403953552      Hamiltonian:  -1.9962179742568069      Magnetization:  0.99334607770572469      4th_order_cumulant:  0.88710772791248749      	 ABS_M: 0.993346 	 -0.0119076 	 0.03878
 Temperature:  0.40000000596046448      Hamiltonian:  -1.9962179933089295      Magnetization:  0.99334613975374730      4th_order_cumulant:  0.91562047047961781      	 ABS_M: 0.993346 	 -1.90521e-08 	 0
 Temperature:  0.45000001788139343      Hamiltonian:  -1.9961379113888376      Magnetization:  0.99312761303384101      4th_order_cumulant:  0.93263842372232308      	 ABS_M: 0.993128 	 8.00819e-05 	 -0.000218
 Temperature:  0.50000000000000000      Hamiltonian:  -1.9990901339806653      Magnetization:  0.99917202484417145      4th_order_cumulant:  0.94395501235719370      	 ABS_M: 0.999172 	 -0.00295222 	 0.006044
 Temperature:  0.55000001192092896      Hamiltonian:  -2.0000031985442144      Magnetization:   1.0000015986752397      4th_order_cumulant:  0.95201766311269143      	 ABS_M: 1 	 -0.000913065 	 0.000828
 Temperature:  0.60000002384185791      Hamiltonian:  -1.9999966924850452      Magnetization:  0.99999997312259903      4th_order_cumulant:  0.95805310906631203      	 ABS_M: 1 	 6.50606e-06 	 0
 Temperature:  0.65000003576278687      Hamiltonian:  -1.9999742566343859      Magnetization:  0.99999436416013987      4th_order_cumulant:  0.96274029543437356      	 ABS_M: 0.999994 	 2.24359e-05 	 -6e-06
 Temperature:  0.69999998807907104      Hamiltonian:  -1.9999755980386347      Magnetization:  0.99999469951109154      4th_order_cumulant:  0.96648550293662738      	 ABS_M: 0.999995 	 -1.3414e-06 	 1e-06
 Temperature:  0.75000000000000000      Hamiltonian:  -1.9998266060415693      Magnetization:  0.99995745151133242      4th_order_cumulant:  0.96954671601863518      	 ABS_M: 0.999957 	 0.000148992 	 -3.8e-05
 Temperature:  0.80000001192092896      Hamiltonian:  -1.9996460182833042      Magnetization:  0.99991230457175007      4th_order_cumulant:  0.97209560355703295      	 ABS_M: 0.999912 	 0.000180588 	 -4.5e-05
 Temperature:  0.85000002384185791      Hamiltonian:  -1.9992819373543642      Magnetization:  0.99981907569996453      4th_order_cumulant:  0.97425083376595545      	 ABS_M: 0.999819 	 0.000364081 	 -9.3e-05
 Temperature:  0.90000003576278687      Hamiltonian:  -1.9897750004527017      Magnetization:  0.97860942435041409      4th_order_cumulant:  0.97608433863948341      	 ABS_M: 0.978609 	 0.00950694 	 -0.02121
 Temperature:  0.94999998807907104      Hamiltonian:  -1.8991767209190551      Magnetization:  0.28387304609509106      4th_order_cumulant:  0.97635447999644742      	 ABS_M: 0.283873 	 0.0905983 	 -0.694736
 Temperature:   1.0000000000000000      Hamiltonian:  -1.9974802047637366      Magnetization:  0.99935747691770238      4th_order_cumulant:  0.97792027889149413      	 ABS_M: 0.999357 	 -0.0983035 	 0.715484
 Temperature:   1.0500000715255737      Hamiltonian:  -1.9966432855698966      Magnetization:  0.99913980441273398      4th_order_cumulant:  0.97929164794926471      	 ABS_M: 0.99914 	 0.000836919 	 -0.000217
 Temperature:   1.1000000238418579      Hamiltonian:  -1.9949537456699828      Magnetization:  0.99869651830555028      4th_order_cumulant:  0.98050268666240037      	 ABS_M: 0.998697 	 0.00168954 	 -0.000443
 Temperature:   1.1499999761581421      Hamiltonian:  -1.9912422037683082      Magnetization:  0.99774658991661336      4th_order_cumulant:  0.98157996837365580      	 ABS_M: 0.997747 	 0.00371154 	 -0.00095
 Temperature:   1.2000000476837158      Hamiltonian:  -1.9886952871128651      Magnetization:  0.99706672151667119      4th_order_cumulant:  0.98254447200451911      	 ABS_M: 0.997067 	 0.00254692 	 -0.00068
 Temperature:   1.2500000000000000      Hamiltonian:  -1.9844537188772604      Magnetization:  0.99591349034899213      4th_order_cumulant:  0.98341302468247771      	 ABS_M: 0.995913 	 0.00424157 	 -0.001154
 Temperature:   1.3000000715255737      Hamiltonian:  -1.9781156333691650      Magnetization:  0.99419262450425527      4th_order_cumulant:  0.98419926319830620      	 ABS_M: 0.994193 	 0.00633809 	 -0.00172
 Temperature:   1.3500000238418579      Hamiltonian:  -1.9750685422679730      Magnetization:  0.99338033631059752      4th_order_cumulant:  0.98491433929145911      	 ABS_M: 0.99338 	 0.00304709 	 -0.000813
 Temperature:   1.3999999761581421      Hamiltonian:  -1.9678184356315482      Magnetization:  0.99127324764984959      4th_order_cumulant:  0.98556747827316027      	 ABS_M: 0.991273 	 0.00725011 	 -0.002107
 Temperature:   1.4500000476837158      Hamiltonian:  -1.9560706096321485      Magnetization:  0.98655896587730185      4th_order_cumulant:  0.98616620314666004      	 ABS_M: 0.986559 	 0.0117478 	 -0.004714
 Temperature:   1.5000000000000000      Hamiltonian:  -1.9489688129125566      Magnetization:  0.98562148249488646      4th_order_cumulant:  0.98671730639019595      	 ABS_M: 0.985621 	 0.0071018 	 -0.000938
 Temperature:   1.5500000715255737      Hamiltonian:  -1.9410361423510223      Magnetization:  0.98342902787550823      4th_order_cumulant:  0.98722612000884302      	 ABS_M: 0.983429 	 0.00793267 	 -0.002192
