 Temperature:  0.25000000000000000      Hamiltonian:  -2.0000000000000000      Magnetization:   1.0000000000000000      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.30000001192092896      Hamiltonian:  -2.0005000000000002      Magnetization:   1.0002500000000001      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.34999999403953552      Hamiltonian:  -2.0005001249999999      Magnetization:   1.0002500624999999      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.40000000596046448      Hamiltonian:  -2.0005001250312500      Magnetization:   1.0002500625156250      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.45000001788139343      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.50000000000000000      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.55000001192092896      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.60000002384185791      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.65000003576278687      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.69999998807907104      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.75000000000000000      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.80000001192092896      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.85000002384185791      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.90000003576278687      Hamiltonian:  -2.0005001250312580      Magnetization:   1.0002500625156290      4th_order_cumulant:  0.66666666666666674     
 Temperature:  0.94999998807907104      Hamiltonian:  -1.9972501250312578      Magnetization:  0.99943756251562887      4th_order_cumulant:  0.66654806063008509     
 Temperature:   1.0000000000000000      Hamiltonian:  -1.9989993125312577      Magnetization:  0.99987485939062892      4th_order_cumulant:  0.66660501522757687     
 Temperature:   1.0500000715255737      Hamiltonian:  -1.9989997498281327      Magnetization:  0.99987496871484771      4th_order_cumulant:  0.66660501522757687     
 Temperature:   1.1000000238418579      Hamiltonian:  -1.9843747499374571      Magnetization:  0.99587496874217873      4th_order_cumulant:  0.66588530213991826     
 Temperature:   1.1499999761581421      Hamiltonian:  -1.9805585936874843      Magnetization:  0.99484271874218555      4th_order_cumulant:  0.66570511055478887     
 Temperature:   1.2000000476837158      Hamiltonian:  -1.9794326396484219      Magnetization:  0.99456121067968550      4th_order_cumulant:  0.66566567000178911     
 Temperature:   1.2500000000000000      Hamiltonian:  -1.9731198581599121      Magnetization:  0.99271739030266981      4th_order_cumulant:  0.66528302831639674     
 Temperature:   1.3000000715255737      Hamiltonian:  -1.9713682799645398      Magnetization:  0.99227942934757563      4th_order_cumulant:  0.66522271087077800     
 Temperature:   1.3500000238418579      Hamiltonian:  -1.9689928420699911      Magnetization:  0.99152931985733683      4th_order_cumulant:  0.66502480174823830     
 Temperature:   1.3999999761581421      Hamiltonian:  -1.9698672482105175      Magnetization: -0.99159586767003571      4th_order_cumulant:  0.66527409553382610     
 Temperature:   1.4500000476837158      Hamiltonian:  -1.9599924668120525      Magnetization: -0.98943539896691757      4th_order_cumulant:  0.66478544672169471     
 Temperature:   1.5000000000000000      Hamiltonian:  -1.9459899981167030      Magnetization: -0.98574735884974163      4th_order_cumulant:  0.66402737714724980     
 Temperature:   1.5500000715255737      Hamiltonian:  -1.9544864974995291      Magnetization: -0.98812143683971254      4th_order_cumulant:  0.66445493519938692     
 Temperature:   1.6000000238418579      Hamiltonian:  -1.9418011216243749      Magnetization: -0.98487203035920989      4th_order_cumulant:  0.66391434075172273     
 Temperature:   1.6499999761581421      Hamiltonian:  -1.9237354502804060      Magnetization: -0.97908996800758974      4th_order_cumulant:  0.66240294593542015     
 Temperature:   1.7000000476837158      Hamiltonian:  -1.9246059338625701      Magnetization: -0.97930727249200189      4th_order_cumulant:  0.66247490955193311     
 Temperature:   1.7500000000000000      Hamiltonian:  -1.8886686514834654      Magnetization: -0.96680732681812298      4th_order_cumulant:  0.65877484831366129     
 Temperature:   1.8000000715255737      Hamiltonian:  -1.8334096671628708      Magnetization: -0.94149170183170450      4th_order_cumulant:  0.64995139915867939     
 Temperature:   1.8500000238418579      Hamiltonian:  -1.8558333524167907      Magnetization: -0.95636037292545795      4th_order_cumulant:  0.65649761681727647     
 Temperature:   1.8999999761581421      Hamiltonian:  -1.8029014583381042      Magnetization: -0.44783284009323138      4th_order_cumulant:  0.65255689428024766     
 Temperature:   1.9500000476837158      Hamiltonian:  -1.8083257253645846      Magnetization:  0.43998179178997671      4th_order_cumulant:  0.64996864414365352     
 Temperature:   2.0000000000000000      Hamiltonian:  -1.7531395814313411      Magnetization: -0.14895250455205253      4th_order_cumulant:  0.64190657900977155     
 Temperature:   2.0499999523162842      Hamiltonian:  -1.6860007848953578      Magnetization:  -1.7224738126138020E-002 4th_order_cumulant:  0.63428704141267422     
 Temperature:   2.1000001430511475      Hamiltonian:  -1.6710465001962238      Magnetization:   2.4589443815468456E-002 4th_order_cumulant:  0.62898191718431240     
