 Temperature:   3.6000001430511475      Hamiltonian: -0.63536735189638183      Magnetization:   8.1854984454504101E-004 4th_order_cumulant:  0.99220184423055835      	 ABS_M: 0.00081855 	 0.0113036 	 -0.00685811 	 ABS_M: 0.00081855 	 0.0113036 	 -0.00685811
 Temperature:   3.6500000953674316      Hamiltonian: -0.62459570811494514      Magnetization:   6.6990601314450091E-003 4th_order_cumulant:  0.99220375301484409      	 ABS_M: 0.00669906 	 0.0107716 	 0.00588051 	 ABS_M: 0.00669906 	 0.0107716 	 0.00588051
 Temperature:   3.7000000476837158      Hamiltonian: -0.61714763562394159      Magnetization:  -1.0654199867558337E-002 4th_order_cumulant:  0.99220545706184682      	 ABS_M: 0.0106542 	 0.00744807 	 0.00395514 	 ABS_M: 0.0106542 	 0.00744807 	 0.00395514
 Temperature:   3.7500000000000000      Hamiltonian: -0.60137306205592889      Magnetization:  -2.0240991781247412E-003 4th_order_cumulant:  0.99220741248795219      	 ABS_M: 0.0020241 	 0.0157746 	 -0.0086301 	 ABS_M: 0.0020241 	 0.0157746 	 -0.0086301
 Temperature:   3.7999999523162842      Hamiltonian: -0.59674424706652751      Magnetization:   6.3631043877113668E-004 4th_order_cumulant:  0.99220935261801779      	 ABS_M: 0.00063631 	 0.00462881 	 -0.00138779 	 ABS_M: 0.00063631 	 0.00462881 	 -0.00138779
 Temperature:   3.8500001430511475      Hamiltonian: -0.58648801243993565      Magnetization:  -2.7110430687296125E-003 4th_order_cumulant:  0.99221132809369139      	 ABS_M: 0.00271104 	 0.0102562 	 0.00207473 	 ABS_M: 0.00271104 	 0.0102562 	 0.00207473
 Temperature:   3.9000000953674316      Hamiltonian: -0.56952556717629388      Magnetization:   1.6147592971595567E-002 4th_order_cumulant:  0.99221287292296589      	 ABS_M: 0.0161476 	 0.0169624 	 0.0134366 	 ABS_M: 0.0161476 	 0.0169624 	 0.0134366
 Temperature:   3.9500000476837158      Hamiltonian: -0.56067904509388122      Magnetization:   7.6023302748397881E-003 4th_order_cumulant:  0.99221453855273611      	 ABS_M: 0.00760233 	 0.00884652 	 -0.00854527 	 ABS_M: 0.00760233 	 0.00884652 	 -0.00854527
 Temperature:   4.0000000000000000      Hamiltonian: -0.55891475321834982      Magnetization:   6.1114345260356931E-003 4th_order_cumulant:  0.99221617655009797      	 ABS_M: 0.00611143 	 0.00176429 	 -0.0014909 	 ABS_M: 0.00611143 	 0.00176429 	 -0.0014909
 Temperature:   4.0500001907348633      Hamiltonian: -0.54699974122754536      Magnetization:   1.8991093790225121E-003 4th_order_cumulant:  0.99221772444465772      	 ABS_M: 0.00189911 	 0.011915 	 -0.00421232 	 ABS_M: 0.00189911 	 0.011915 	 -0.00421232
 Temperature:   4.0999999046325684      Hamiltonian: -0.53710907769724847      Magnetization:   3.5581663984069899E-003 4th_order_cumulant:  0.99221925018360257      	 ABS_M: 0.00355817 	 0.00989066 	 0.00165906 	 ABS_M: 0.00355817 	 0.00989066 	 0.00165906
 Temperature:   4.1500000953674316      Hamiltonian: -0.53296351242007356      Magnetization:   6.7875969763992157E-003 4th_order_cumulant:  0.99222067472786146      	 ABS_M: 0.0067876 	 0.00414557 	 0.00322943 	 ABS_M: 0.0067876 	 0.00414557 	 0.00322943
 Temperature:   4.2000002861022949      Hamiltonian: -0.52415410948684060      Magnetization:   4.7174242982851097E-003 4th_order_cumulant:  0.99222200415665007      	 ABS_M: 0.00471742 	 0.0088094 	 -0.00207018 	 ABS_M: 0.00471742 	 0.0088094 	 -0.00207018
