 Temperature:  0.34999999403953552      Hamiltonian:  -2.0000016000012799      Magnetization:   1.0000008000006400      4th_order_cumulant:  0.88888888888888884      	 ABS_M: 1 	 -1.27987e-12 	 0
 Temperature:  0.40000000596046448      Hamiltonian:  -2.0000016000012799      Magnetization:   1.0000008000006400      4th_order_cumulant:  0.91666666666666663      	 ABS_M: 1 	 0 	 0
 Temperature:  0.45000001788139343      Hamiltonian:  -2.0000016000012799      Magnetization:   1.0000008000006400      4th_order_cumulant:  0.93333333333333335      	 ABS_M: 1 	 0 	 0
 Temperature:  0.50000000000000000      Hamiltonian:  -2.0000016000012799      Magnetization:   1.0000008000006400      4th_order_cumulant:  0.94444444444444442      	 ABS_M: 1 	 0 	 0
 Temperature:  0.55000001192092896      Hamiltonian:  -1.9999897753613434      Magnetization:  0.99999784384061707      4th_order_cumulant:  0.95238095231667608      	 ABS_M: 0.999998 	 1.18246e-05 	 -2e-06
 Temperature:  0.60000002384185791      Hamiltonian:  -1.9999744409522977      Magnetization:  0.99999401023805701      4th_order_cumulant:  0.95833333317121161      	 ABS_M: 0.999994 	 1.53344e-05 	 -4e-06
 Temperature:  0.65000003576278687      Hamiltonian:  -1.9999810124599837      Magnetization:  0.99999565311500838      4th_order_cumulant:  0.96296296276731763      	 ABS_M: 0.999996 	 -6.57151e-06 	 2e-06
 Temperature:  0.69999998807907104      Hamiltonian:  -1.9998750566227563      Magnetization:  0.99996916415550630      4th_order_cumulant:  0.96666666616784502      	 ABS_M: 0.999969 	 0.000105956 	 -2.7e-05
 Temperature:  0.75000000000000000      Hamiltonian:  -1.9998360984575587      Magnetization:  0.99995942461380793      4th_order_cumulant:  0.96969696886767098      	 ABS_M: 0.999959 	 3.89582e-05 	 -1e-05
 Temperature:  0.80000001192092896      Hamiltonian:  -1.9996939723472114      Magnetization:  0.99992389308549479      4th_order_cumulant:  0.97222222092543298      	 ABS_M: 0.999924 	 0.000142126 	 -3.5e-05
 Temperature:  0.85000002384185791      Hamiltonian:  -1.9994121891950152      Magnetization:  0.99985338169623339      4th_order_cumulant:  0.97435897212091305      	 ABS_M: 0.999853 	 0.000281783 	 -7.1e-05
 Temperature:  0.90000003576278687      Hamiltonian:  -1.9988087316896281      Magnetization:  0.99969748531881053      4th_order_cumulant:  0.97619047200904219      	 ABS_M: 0.999697 	 0.000603458 	 -0.000156
 Temperature:  0.94999998807907104      Hamiltonian:  -1.8990411587355667      Magnetization:  0.24060596135798548      4th_order_cumulant:  0.97638328975075084      	 ABS_M: 0.240606 	 0.0997676 	 -0.759091
 Temperature:   1.0000000000000000      Hamiltonian:  -1.9975634072363209      Magnetization:  0.99938253999880511      4th_order_cumulant:  0.97794581700274108      	 ABS_M: 0.999383 	 -0.0985222 	 0.758777
 Temperature:   1.0500000715255737      Hamiltonian:  -1.9960279788512272      Magnetization:  0.99898659917847565      4th_order_cumulant:  0.97931441822290144      	 ABS_M: 0.998987 	 0.00153543 	 -0.000396
 Temperature:   1.1000000238418579      Hamiltonian:  -1.9942286816266779      Magnetization:  0.99850988334244561      4th_order_cumulant:  0.98052308480311201      	 ABS_M: 0.99851 	 0.0017993 	 -0.000477
 Temperature:   1.1499999761581421      Hamiltonian:  -1.9919499243499037      Magnetization:  0.99789129416205269      4th_order_cumulant:  0.98159830051275587      	 ABS_M: 0.997891 	 0.00227876 	 -0.000619
 Temperature:   1.2000000476837158      Hamiltonian:  -1.9884886950058269      Magnetization:  0.99698837014946640      4th_order_cumulant:  0.98256100517747358      	 ABS_M: 0.996988 	 0.00346123 	 -0.000903
 Temperature:   1.2500000000000000      Hamiltonian:  -1.9851309987961017      Magnetization:  0.99610962255079116      4th_order_cumulant:  0.98342797871018206      	 ABS_M: 0.99611 	 0.0033577 	 -0.000878
 Temperature:   1.3000000715255737      Hamiltonian:  -1.9799429948317513      Magnetization:  0.99467901128955971      4th_order_cumulant:  0.98421280695413316      	 ABS_M: 0.994679 	 0.005188 	 -0.001431
 Temperature:   1.3500000238418579      Hamiltonian:  -1.9754743417209011      Magnetization:  0.99347623894515247      4th_order_cumulant:  0.98492663536179992      	 ABS_M: 0.993476 	 0.00446865 	 -0.001203
 Temperature:   1.3999999761581421      Hamiltonian:  -1.9685606139842127      Magnetization:  0.99153964022359675      4th_order_cumulant:  0.98557865267907785      	 ABS_M: 0.99154 	 0.00691373 	 -0.001936
 Temperature:   1.4500000476837158      Hamiltonian:  -1.9601277406111259      Magnetization:  0.98924607259457076      4th_order_cumulant:  0.98617653334427957      	 ABS_M: 0.989246 	 0.00843287 	 -0.002294
